YEAR,DISTRICT,DISTRICT_NAME,SCHOOL_NAME,SCHOOL_ID,GRADES_SERVED,SAFE_SCHOOL,AVERAGE_DAILY_MEMBERSHIP,TOTAL,WHITE,AFRICAN_AMERICAN,HISPANIC,ASIAN,NATIVE_AMERICAN,HAWAIIAN_PACISLD,MALE,FEMALE,WHITE_PCT,AFRICAN_AMERICAN_PCT,HISPANIC_PCT,ASIAN_PCT,NATIVE_AMERICAN_PCT,HAWAIIAN_PACISLD_PCT,MALE_PCT,FEMALE_PCT,WHITE_MALE,AFRICAN_AMERICAN_MALE,HISPANIC_MALE,ASIAN_MALE,NATIVE_AMERICAN_MALE,HAWAIIAN_PACISLD_MALE,WHITE_FEMALE,AFRICAN_AMERICAN_FEMALE,HISPANIC_FEMALE,ASIAN_FEMALE,NATIVE_AMERICAN_FEMALE,HAWAIIAN_PACISLD_FEMALE,LIMITED_ENGLISH_PROFICIENT_PCT,LIMITED_ENGLISH_PROFICIENT,NUMBER_EXEMPT_FROM_READING_ASSESSMENT,STUDENTS_WITH_DISABILITIES,STUDENTS_WITH_DISABILITIES_PCT,ECONOMICALLY_DISADVANTAGED,ECONOMICALLY_DISADVANTAGED_PCT
2015,450,Jefferson County,Jefferson Middle School,17,Grades 6-8,SAFE SCHOOL,596,604,508,31,53,12,,,311,293,84.1,5.1,8.8,2,,,51.5,48.5,257,19,30,5,,,251,12,23,7,,,3.3,20,,78,12.9,395,65.4
2015,580,Marion County,All Schools,0,PK-12,SAFE SCHOOL,,4262,3940,209,86,21,6,,2175,2087,92.4,4.9,2,0.5,0.1,,51,49,2018,97,46,12,2,,1922,112,40,9,4,,0,1,,595,14,2785,65.4
2015,190,Davidson County,Rose Park Middle,595,Grades 5-8,SAFE SCHOOL,423,430,122,260,37,10,,1,208,222,28.4,60.5,8.6,2.3,,0.2,48.4,51.6,67,118,16,6,,1,55,142,21,4,,,3.5,15,,20,4.7,281,65.3
2015,110,Cheatham County,Cheatham Co Central,10,Grades 9-12,SAFE SCHOOL,614,628,587,20,14,3,3,1,311,317,93.5,3.2,2.2,0.5,0.5,0.2,49.5,50.5,293,7,8,2,,1,294,13,6,1,3,,0.2,1,,84,13.4,409,65.3
2015,830,Sumner County,Guild Elementary,30,Pre-Kindergarten-5,SAFE SCHOOL,648,675,399,163,100,11,,2,336,339,59.1,24.1,14.8,1.6,,0.3,49.8,50.2,199,83,45,8,,1,200,80,55,3,,1,6.1,41,,113,16.7,441,65.3
2015,190,Davidson County,The Academy at Hickory Hollow,720,Grades 11-12,SAFE SCHOOL,80,98,16,37,42,3,,,49,49,16.3,37.8,42.9,3.1,,,50,50,8,15,23,3,,,8,22,19,,,,23.5,23,,3,3.1,64,65.3
2015,690,Pickett County,All Schools,0,PK-12,SAFE SCHOOL,,771,744,6,18,3,,,425,346,96.5,0.8,2.3,0.4,,,55.1,44.9,406,3,13,3,,,338,3,5,,,,,,,113,14.7,502,65.3
2015,160,Coffee County,Hillsboro Elementary,25,Pre-Kindergarten-5,SAFE SCHOOL,396,452,422,9,18,3,,,245,207,93.4,2,4,0.7,,,54.2,45.8,229,4,11,1,,,193,5,7,2,,,0.4,2,,67,14.8,295,65.3
2015,190,Davidson County,Ruby Major Elementary,607,Kindergarten-4,SAFE SCHOOL,680,688,281,331,57,17,1,1,339,349,40.8,48.1,8.3,2.5,0.1,0.1,49.3,50.7,144,158,32,5,,,137,173,25,12,1,1,12.4,85,,78,11.3,449,65.3
2015,580,Marion County,Monteagle Elementary,30,Pre-Kindergarten-8,SAFE SCHOOL,258,279,274,2,2,1,,,132,147,98.2,0.7,0.7,0.4,,,47.3,52.7,130,1,1,,,,144,1,1,1,,,,,,36,12.9,182,65.2
2015,450,Jefferson County,Mount Horeb Elementary School,70,Grades 1-5,SAFE SCHOOL,612,645,543,38,61,2,1,,324,321,84.2,5.9,9.5,0.3,0.2,,50.2,49.8,271,19,31,2,1,,272,19,30,,,,7.8,50,,83,12.9,422,65.2
2015,420,Houston County,Erin Elementary,5,Pre-Kindergarten-5,SAFE SCHOOL,358,382,340,30,3,4,5,,201,181,89,7.9,0.8,1,1.3,,52.6,47.4,178,16,3,1,3,,162,14,,3,2,,,,,63,16.5,249,65.2
2015,430,Humphreys County,Waverly Jr High School,30,Grades 4-8,SAFE SCHOOL,497,571,512,37,13,5,4,,282,289,89.7,6.5,2.3,0.9,0.7,,49.4,50.6,245,23,10,2,2,,267,14,3,3,2,,0.7,4,,115,20.1,372,65.1
2015,391,Lexington,Paul G. Caywood Elementary,5,Pre-Kindergarten-5,SAFE SCHOOL,649,725,480,182,51,10,1,1,354,371,66.2,25.1,7,1.4,0.1,0.1,48.8,51.2,243,75,29,6,1,,237,107,22,4,,1,2.3,17,,95,13.1,472,65.1
2015,260,Franklin County,Rock Creek Elementary,87,Pre-Kindergarten-5,SAFE SCHOOL,320,358,339,12,4,2,1,,195,163,94.7,3.4,1.1,0.6,0.3,,54.5,45.5,183,9,2,1,,,156,3,2,1,1,,0.3,1,,65,18.2,233,65.1
2015,600,Maury County,R Howell Elementary,68,Kindergarten-4,SAFE SCHOOL,481,506,296,133,64,11,2,,259,247,58.5,26.3,12.6,2.2,0.4,,51.2,48.8,164,61,28,4,2,,132,72,36,7,,,6.7,34,,75,14.8,328,65.1
2015,792,Shelby County,Dexter Elementary School,67,Pre-Kindergarten-4,SAFE SCHOOL,659,764,144,440,145,32,1,1,392,372,18.8,57.6,19,4.2,0.1,0.1,51.3,48.7,67,240,62,21,,1,77,200,83,11,1,,13.1,100,,105,13.7,497,65.1
2015,620,Monroe County,Tellico Plains High School,50,Grades 9-12,SAFE SCHOOL,430,452,439,2,5,4,2,,250,202,97.1,0.4,1.1,0.9,0.4,,55.3,44.7,244,,3,2,1,,195,2,2,2,1,,,,,46,10.2,294,65
2015,70,Campbell County,Caryville Elementary,5,Pre-Kindergarten-5,SAFE SCHOOL,548,610,594,4,10,1,,1,313,297,97.4,0.7,1.6,0.2,,0.2,51.3,48.7,309,,3,,,1,285,4,7,1,,,0.5,3,,87,14.3,396,65
2015,500,Lawrence County,Summertown Elementary,90,Kindergarten-6,SAFE SCHOOL,604,613,603,1,9,,,,315,298,98.4,0.2,1.5,,,,51.4,48.6,307,1,7,,,,296,,2,,,,0.2,1,,99,16.2,398,64.9
2015,600,Maury County,Whitthorne Middle School,100,Grades 5-8,SAFE SCHOOL,926,949,584,214,134,16,1,,466,483,61.5,22.6,14.1,1.7,0.1,,49.1,50.9,282,108,69,7,,,302,106,65,9,1,,2.7,26,,160,16.9,616,64.9
2015,780,Sevier County,Sevierville Intermediate,61,Grades 3-5,SAFE SCHOOL,712,732,554,18,144,16,,,380,352,75.7,2.5,19.7,2.2,,,51.9,48.1,291,11,71,7,,,263,7,73,9,,,11.7,86,,151,20.6,475,64.9
2015,110,Cheatham County,West Cheatham Elementary,35,Kindergarten-4,SAFE SCHOOL,345,367,340,10,11,2,2,2,186,181,92.6,2.7,3,0.5,0.5,0.5,50.7,49.3,173,4,5,,2,2,167,6,6,2,,,1.9,7,,81,22.1,238,64.9
2015,792,Shelby County,White Station Elementary,2777,Pre-Kindergarten-5,SAFE SCHOOL,594,657,211,336,80,27,,1,352,305,32.1,51.1,12.2,4.1,,0.2,53.6,46.4,116,182,41,12,,,95,154,39,15,,1,11,72,,128,19.5,426,64.8
2015,620,Monroe County,Sweetwater High School,40,Grades 9-12,SAFE SCHOOL,572,583,473,43,55,10,2,,301,282,81.1,7.4,9.4,1.7,0.3,,51.6,48.4,248,23,27,3,,,225,20,28,7,2,,0.3,2,,76,13,378,64.8
2015,840,Tipton County,Drummonds Elementary,20,PreK-4-5,SAFE SCHOOL,711,755,614,109,23,2,4,3,394,361,81.3,14.4,3,0.3,0.5,0.4,52.2,47.8,323,52,12,1,4,2,291,57,11,1,,1,0.3,2,,163,21.6,489,64.8
2015,250,Fentress County,Clarkrange High School,25,Grades 9-12,SAFE SCHOOL,291,298,288,1,3,5,,1,171,127,96.6,0.3,1,1.7,,0.3,57.4,42.6,166,1,1,2,,1,122,,2,3,,,,,,37,12.4,193,64.8
2015,820,Sullivan County,Sullivan North High School,182,Grades 9-12,SAFE SCHOOL,511,533,521,7,5,,,,277,256,97.7,1.3,0.9,,,,52,48,266,6,5,,,,255,1,,,,,0.2,1,,92,17.3,345,64.7
2015,470,Knox County,Knox Adaptive Education Center,158,Pre-Kindergarten-12,SAFE SCHOOL,13,85,64,17,2,1,1,,67,18,75.3,20,2.4,1.2,1.2,,78.8,21.2,53,13,1,,,,11,4,1,1,1,,1.2,1,,76,89.4,55,64.7
2015,800,Smith County,Smith County Middle School,51,Grades 5-8,SAFE SCHOOL,309,328,295,16,15,2,,,179,149,89.9,4.9,4.6,0.6,,,54.6,45.4,161,9,9,,,,134,7,6,2,,,0.3,1,,57,17.4,212,64.6
2015,230,Dyer County,Trimble Elementary,45,Kindergarten-5,SAFE SCHOOL,184,209,198,6,4,,1,,94,115,94.7,2.9,1.9,,0.5,,45,55,92,1,1,,,,106,5,3,,1,,,,,17,8.1,135,64.6
2015,822,Kingsport,Sevier Middle School,45,Grades 6-8,SAFE SCHOOL,789,808,612,130,42,18,6,,404,404,75.7,16.1,5.2,2.2,0.7,,50,50,300,67,24,10,3,,312,63,18,8,3,,1.5,12,,190,23.5,521,64.6
2015,97,West Carroll Sp Dist,West Carroll Junior/Senior High School,5,Grades 7-12,SAFE SCHOOL,454,457,397,52,4,,4,,219,238,86.9,11.4,0.9,,0.9,,47.9,52.1,196,22,,,1,,201,30,4,,3,,,,,89,19.5,295,64.6
2015,60,Bradley County,Lake Forest Middle School,72,Grades 6-8,SAFE SCHOOL,1009,1037,960,24,48,4,1,,536,501,92.6,2.3,4.6,0.4,0.1,,51.7,48.3,496,14,24,2,,,464,10,24,2,1,,0.9,9,,148,14.3,669,64.5
2015,720,Rhea County,Frazier Elementary,10,Kindergarten-5,SAFE SCHOOL,378,379,343,8,24,4,,,207,172,90.5,2.1,6.3,1.1,,,54.6,45.4,189,4,13,1,,,154,4,11,3,,,2.1,8,,47,12.4,243,64.5
2015,550,McNairy County,Selmer Middle School,45,Grades 5-8,SAFE SCHOOL,404,422,342,65,10,5,,,229,193,81,15.4,2.4,1.2,,,54.3,45.7,185,37,5,2,,,157,28,5,3,,,0.5,2,,51,12.1,272,64.5
2015,210,DeKalb County,All Schools,0,PK-12,SAFE SCHOOL,,2987,2579,55,338,9,4,2,1578,1409,86.3,1.8,11.3,0.3,0.1,0.1,52.8,47.2,1354,28,190,1,3,2,1225,27,148,8,1,,5.3,157,,429,14.4,1921,64.4
2015,560,Macon County,Central Elementary,5,Grades 2-3,SAFE SCHOOL,380,395,341,2,51,,1,,211,184,86.3,0.5,12.9,,0.3,,53.4,46.6,181,1,29,,,,160,1,22,,1,,7.8,31,,78,19.7,254,64.3
2015,630,Montgomery County,Barksdale Elementary,5,Pre-Kindergarten-5,SAFE SCHOOL,537,580,348,185,36,5,1,5,309,271,60,31.9,6.2,0.9,0.2,0.9,53.3,46.7,181,103,17,3,1,4,167,82,19,2,,1,1,6,,104,17.9,371,64.3
2015,320,Hamblen County,All Schools,0,PK-12,SAFE SCHOOL,,10345,7229,694,2243,105,39,35,5251,5094,69.9,6.7,21.7,1,0.4,0.3,50.8,49.2,3653,331,1174,62,16,15,3576,363,1069,43,23,20,11.9,1227,,1416,13.7,6645,64.3
2015,761,Oneida,Oneida Middle School,8,Grades 6-8,SAFE SCHOOL,295,302,300,1,,1,,,160,142,99.3,0.3,,0.3,,,53,47,159,1,,,,,141,,,1,,,,,,31,10.3,194,64.2
2015,560,Macon County,Lafayette Elementary School,22,Grades 4- 5,SAFE SCHOOL,370,391,352,2,36,,1,,194,197,90,0.5,9.2,,0.3,,49.6,50.4,174,1,18,,1,,178,1,18,,,,3.6,14,,64,16.4,251,64.2
2015,470,Knox County,Whittle Springs Middle School,320,Grades 6-8,SAFE SCHOOL,508,533,308,161,60,,3,1,284,249,57.8,30.2,11.3,,0.6,0.2,53.3,46.7,169,82,32,,1,,139,79,28,,2,1,4.9,26,,112,21,342,64.2
2015,60,Bradley County,Prospect Elementary,65,PreK-3-5,SAFE SCHOOL,362,385,327,6,43,7,2,,206,179,84.9,1.6,11.2,1.8,0.5,,53.5,46.5,180,2,19,3,2,,147,4,24,4,,,7.3,28,,56,14.5,247,64.2
2015,670,Overton County,Livingston Academy,30,Grades 9-12,SAFE SCHOOL,901,926,900,12,4,4,6,,447,479,97.2,1.3,0.4,0.4,0.6,,48.3,51.7,434,8,1,,4,,466,4,3,4,2,,,,,124,13.4,594,64.1
2015,761,Oneida,Oneida Elementary,5,Pre-Kindergarten-5,SAFE SCHOOL,525,599,583,5,5,5,1,,297,302,97.3,0.8,0.8,0.8,0.2,,49.6,50.4,288,4,1,4,,,295,1,4,1,1,,,,,69,11.5,384,64.1
2015,600,Maury County,E. A. Cox Middle School,33,Grades 5-8,SAFE SCHOOL,742,760,387,257,103,12,1,,403,357,50.9,33.8,13.6,1.6,0.1,,53,47,203,130,60,9,1,,184,127,43,3,,,3.3,25,,154,20.3,487,64.1
2015,580,Marion County,Whitwell High School,70,Grades 9-12,SAFE SCHOOL,359,370,361,1,5,1,2,,188,182,97.6,0.3,1.4,0.3,0.5,,50.8,49.2,185,,1,1,1,,176,1,4,,1,,,,,45,12.2,237,64.1
2015,792,Shelby County,Memphis Academy Of Science  Engineering Middle/High,8205,Grades 6-12,SAFE SCHOOL,378,389,1,380,8,,,,192,197,0.3,97.7,2.1,,,,49.4,50.6,1,187,4,,,,,193,4,,,,0.8,3,,42,10.8,249,64
2015,870,Union County,Paulette Elementary School,57,Kindergarten-5,SAFE SCHOOL,380,391,386,4,1,,,,199,191,98.7,1,0.3,,,,50.9,48.8,197,1,1,,,,188,3,,,,,,,,62,15.9,249,64
2015,800,Smith County,New Middleton Elementary,35,Pre-Kindergarten-8,SAFE SCHOOL,177,197,181,9,7,,,,99,98,91.9,4.6,3.6,,,,50.3,49.7,89,5,5,,,,92,4,2,,,,0.5,1,,31,15.7,126,64
2015,880,Van Buren County,All Schools,0,PK-12,SAFE SCHOOL,,780,778,1,,1,,,398,382,99.7,0.1,,0.1,,,51,49,396,1,,1,,,382,,,,,,,,,134,17.2,498,63.9
2015,60,Bradley County,Charleston Elementary,30,PreK-3-5,SAFE SCHOOL,292,310,283,17,8,1,1,,168,142,91.3,5.5,2.6,0.3,0.3,,54.2,45.8,153,10,3,1,1,,130,7,5,,,,1,3,,51,16.5,198,63.9
2015,280,Giles County,Bridgeforth Middle School,7,Grades 6-8,SAFE SCHOOL,329,390,266,109,9,4,1,1,203,187,68.2,27.9,2.3,1,0.3,0.3,52.1,47.9,146,53,2,1,1,,120,56,7,3,,1,0.3,1,,42,10.8,249,63.8
2015,180,Cumberland County,All Schools,0,PK-12,SAFE SCHOOL,,7482,6924,95,350,80,26,7,3901,3581,92.5,1.3,4.7,1.1,0.3,0.1,52.1,47.9,3615,46,191,33,10,6,3309,49,159,47,16,1,1.8,138,,1191,15.9,4770,63.8
2015,470,Knox County,Fulton High School,90,Grades 9-12,SAFE SCHOOL,859,890,404,406,76,,3,1,441,449,45.4,45.6,8.5,,0.3,0.1,49.6,50.4,208,194,38,,1,,196,212,38,,2,1,4.6,41,,137,15.4,568,63.8
2015,661,Union City,Union City Middle School,12,Grades 6-8,SAFE SCHOOL,350,353,177,136,36,2,2,,182,171,50.1,38.5,10.2,0.6,0.6,,51.6,48.4,106,59,14,1,2,,71,77,22,1,,,3.4,12,,44,12.5,224,63.8
2015,95,South Carroll,All Schools,0,PK-12,SAFE SCHOOL,,373,331,31,6,4,,1,194,179,88.7,8.3,1.6,1.1,,0.3,52,48,172,14,4,3,,1,159,17,2,1,,,0.3,1,,60,16.1,238,63.8
2015,95,South Carroll,Clarksburg School,5,Pre-Kindergarten-12,SAFE SCHOOL,346,373,331,31,6,4,,1,194,179,88.7,8.3,1.6,1.1,,0.3,52,48,172,14,4,3,,1,159,17,2,1,,,0.3,1,,60,16.1,238,63.8
2015,670,Overton County,Rickman Elementary,50,PreK-3-8,SAFE SCHOOL,641,682,656,17,3,1,5,,343,339,96.2,2.5,0.4,0.1,0.7,,50.3,49.7,331,8,2,1,1,,325,9,1,,4,,,,,68,10,435,63.8
2015,330,Hamilton County,Soddy Daisy Middle School,225,Grades 6-8,SAFE SCHOOL,502,502,488,7,4,2,1,,251,251,97.2,1.4,0.8,0.4,0.2,,50,50,244,3,2,1,1,,244,4,2,1,,,0.2,1,,77,15.3,320,63.7
2015,800,Smith County,Carthage Elementary,5,Pre-Kindergarten-4,SAFE SCHOOL,385,446,393,16,33,4,,,225,221,88.1,3.6,7.4,0.9,,,50.4,49.6,191,9,24,1,,,202,7,9,3,,,3.1,14,,90,20.2,284,63.7
2015,680,Perry County,Perry County High School,27,Grades 9-12,SAFE SCHOOL,347,359,331,13,10,3,2,,204,155,92.2,3.6,2.8,0.8,0.6,,56.8,43.2,189,5,6,2,2,,142,8,4,1,,,,,,40,11.1,229,63.6
2015,820,Sullivan County,Bluff City Middle School,40,Grades 6-8,SAFE SCHOOL,357,361,352,7,,,1,1,184,177,97.5,1.9,,,0.3,0.3,51,49,179,4,,,1,,173,3,,,,1,,,,69,19.1,229,63.6
2015,780,Sevier County,New Center Elementary,35,Kindergarten-8,SAFE SCHOOL,768,761,721,8,18,9,5,,393,368,94.7,1.1,2.4,1.2,0.7,,51.6,48.4,373,7,6,6,1,,348,1,12,3,4,,1.2,9,,113,14.8,484,63.6
2015,401,Paris,All Schools,0,K-8,SAFE SCHOOL,,1767,1261,458,35,12,,1,900,867,71.4,25.9,2,0.7,,0.1,50.9,49.1,633,243,19,5,,,628,215,16,7,,1,0.7,12,,312,17.7,1123,63.6
2015,710,Putnam County,Baxter Elementary,15,Pre-Kindergarten-4,SAFE SCHOOL,540,543,519,9,11,2,,2,272,271,95.6,1.7,2,0.4,,0.4,50.1,49.9,258,6,6,,,2,261,3,5,2,,,1.5,8,,90,16.6,345,63.5
2015,761,Oneida,All Schools,0,PK-12,SAFE SCHOOL,,1311,1286,9,6,8,2,,654,657,98.1,0.7,0.5,0.6,0.2,,49.9,50.1,640,7,2,4,1,,646,2,4,4,1,,,,,132,10.1,832,63.5
2015,11,Clinton,All Schools,0,PK-6,SAFE SCHOOL,,932,831,53,26,15,3,4,475,457,89.2,5.7,2.8,1.6,0.3,0.4,51,49,423,28,15,6,1,2,408,25,11,9,2,2,1,9,,169,18.1,591,63.4
2015,780,Sevier County,All Schools,0,PK-12,SAFE SCHOOL,,14609,12740,294,1303,200,55,17,7585,7024,87.2,2,8.9,1.4,0.4,0.1,51.9,48.1,6567,167,706,108,31,6,6173,127,597,92,24,11,5.2,756,,2106,14.4,9240,63.3
2015,430,Humphreys County,Waverly Elementary,25,Pre-Kindergarten-3,SAFE SCHOOL,427,545,482,50,9,4,,,294,251,88.4,9.2,1.7,0.7,,,53.9,46.1,267,23,4,,,,215,27,5,4,,,0.6,3,,84,15.4,345,63.3
2015,531,Lenoir City,All Schools,0,PK-12,SAFE SCHOOL,,2397,1696,68,606,16,11,,1243,1153,70.8,2.8,25.3,0.7,0.5,,51.9,48.1,878,38,310,11,6,,817,30,296,5,5,,11.2,268,,352,14.7,1517,63.3
2015,830,Sumner County,Westmoreland Elementary,115,Kindergarten-5,SAFE SCHOOL,467,490,473,2,10,2,3,,259,231,96.5,0.4,2,0.4,0.6,,52.9,47.1,250,1,5,1,2,,223,1,5,1,1,,0.2,1,,101,20.6,310,63.3
2015,930,White County,Findlay Elementary,35,Pre-Kindergarten-5,SAFE SCHOOL,387,435,395,17,12,7,4,,213,222,90.8,3.9,2.8,1.6,0.9,,49,51,194,8,6,3,2,,201,9,6,4,2,,0.7,3,,66,15.2,275,63.2
2015,230,Dyer County,Finley Elementary,25,Pre-Kindergarten-5,SAFE SCHOOL,307,318,297,11,7,,3,,184,134,93.4,3.5,2.2,,0.9,,57.9,42.1,175,5,2,,2,,122,6,5,,1,,,,,36,11.3,201,63.2
2015,272,Milan,Milan Middle School,15,Grades 5-8,SAFE SCHOOL,651,643,447,164,22,7,,3,324,319,69.5,25.5,3.4,1.1,,0.5,50.4,49.6,225,79,14,5,,1,222,85,8,2,,2,0.5,3,,123,19.1,406,63.1
2015,792,Shelby County,Cordova Elementary,2117,Pre-Kindergarten-5,SAFE SCHOOL,659,678,185,379,67,46,,1,349,329,27.3,55.9,9.9,6.8,,0.1,51.5,48.5,86,199,40,23,,1,99,180,27,23,,,6.5,44,,82,12.1,428,63.1
2015,330,Hamilton County,"Ivy Academy, Inc.",8002,Grades 9-12,SAFE SCHOOL,154,160,116,37,3,2,1,1,89,71,72.5,23.1,1.9,1.3,0.6,0.6,55.6,44.4,64,21,2,1,,1,52,16,1,1,1,,1.3,2,,33,20.6,101,63.1
2015,430,Humphreys County,Mc Ewen Elementary,9,PreK-3-5,SAFE SCHOOL,404,455,440,6,4,3,2,,231,224,96.7,1.3,0.9,0.7,0.4,,50.8,49.2,223,5,1,2,,,217,1,3,1,2,,0.4,2,,51,11.2,287,63.1
2015,230,Dyer County,Three Oaks Middle School,43,Grades 6-8,SAFE SCHOOL,478,482,431,39,12,,,,238,244,89.4,8.1,2.5,,,,49.4,50.6,212,19,7,,,,219,20,5,,,,,,,67,13.9,304,63.1
2015,900,Washington County,Jonesborough Elementary,60,Pre-Kindergarten-4,SAFE SCHOOL,496,509,457,20,25,5,1,1,281,228,89.8,3.9,4.9,1,0.2,0.2,55.2,44.8,259,9,8,4,,1,198,11,17,1,1,,1.6,8,,70,13.8,321,63.1
2015,570,Madison County,Pope Elementary,100,Kindergarten-5,SAFE SCHOOL,476,486,191,250,24,21,,,242,244,39.3,51.4,4.9,4.3,,,49.8,50.2,91,129,9,13,,,100,121,15,8,,,7.4,36,,73,15,306,63
2015,900,Washington County,Boones Creek Elementary,25,Kindergarten-4,SAFE SCHOOL,459,486,430,27,25,1,2,1,251,235,88.5,5.6,5.1,0.2,0.4,0.2,51.6,48.4,220,13,17,,1,,210,14,8,1,1,1,0.8,4,,97,20,303,62.9
2015,272,Milan,All Schools,0,PK-12,SAFE SCHOOL,,2041,1400,555,62,11,8,5,1063,978,68.6,27.2,3,0.5,0.4,0.2,52.1,47.9,745,272,32,7,5,2,655,283,30,4,3,3,0.6,13,,352,17.2,1283,62.9
2015,560,Macon County,All Schools,0,PK-12,SAFE SCHOOL,,3858,3489,25,317,9,15,3,1957,1901,90.4,0.6,8.2,0.2,0.4,0.1,50.7,49.3,1767,13,166,3,5,3,1722,12,151,6,10,,2.9,111,,661,17.1,2423,62.8
2015,274,Bradford,All Schools,0,PK-12,SAFE SCHOOL,,537,501,33,3,,,,265,272,93.3,6.1,0.6,,,,49.3,50.7,246,18,1,,,,255,15,2,,,,,,,93,17.3,337,62.8
2015,410,Hickman County,East Hickman High School,18,Grades 9-12,SAFE SCHOOL,596,615,575,20,11,4,5,,298,317,93.5,3.3,1.8,0.7,0.8,,48.5,51.5,279,11,4,2,2,,296,9,7,2,3,,0.3,2,,114,18.5,385,62.7
2015,12,Oak Ridge,Glenwood Elementary,15,Kindergarten-4,SAFE SCHOOL,366,378,262,66,42,3,5,,193,185,69.3,17.5,11.1,0.8,1.3,,51.1,48.9,137,33,18,2,3,,125,33,24,1,2,,7.1,27,,48,12.7,237,62.7
2015,273,Trenton,Trenton Middle School,10,Grades 5-8,SAFE SCHOOL,399,404,264,115,25,,,,211,193,65.3,28.5,6.2,,,,52.2,47.8,134,58,19,,,,130,57,6,,,,,,,54,13.4,253,62.6
2015,300,Greene County,Baileyton Elementary,5,Pre-Kindergarten-8,SAFE SCHOOL,303,321,314,5,2,,,,161,160,97.8,1.6,0.6,,,,50.2,49.8,158,3,,,,,156,2,2,,,,,,,61,19,201,62.6
2015,160,Coffee County,North Coffee Elementary,40,Pre-Kindergarten-5,SAFE SCHOOL,289,310,297,6,6,,1,,164,146,95.8,1.9,1.9,,0.3,,52.9,47.1,157,4,2,,1,,140,2,4,,,,0.3,1,,38,12.3,194,62.6
2015,550,McNairy County,Adamsville Elementary,5,Pre-Kindergarten-6,SAFE SCHOOL,564,585,555,15,13,1,1,,301,284,94.9,2.6,2.2,0.2,0.2,,51.5,48.5,289,4,6,1,1,,266,11,7,,,,,,,75,12.8,366,62.6
2015,530,Loudon County,Highland Park Elementary,30,Pre-Kindergarten-4,SAFE SCHOOL,355,383,340,15,28,,,,200,183,88.8,3.9,7.3,,,,52.2,47.8,180,7,13,,,,160,8,15,,,,2.9,11,,61,15.9,238,62.5
2015,300,Greene County,Doak Elementary,35,Pre-Kindergarten-5,SAFE SCHOOL,528,554,502,13,37,1,1,,291,263,90.6,2.3,6.7,0.2,0.2,,52.5,47.5,267,3,20,1,,,235,10,17,,1,,3.6,20,,122,22,346,62.5
2015,620,Monroe County,Madisonville Middle School,20,Grades 6-8,SAFE SCHOOL,574,583,536,19,22,4,1,1,316,267,91.9,3.3,3.8,0.7,0.2,0.2,54.2,45.8,288,9,13,4,1,1,248,10,9,,,,,,,112,19.2,364,62.4
2015,450,Jefferson County,Dandridge Elementary,10,Pre-Kindergarten-5,SAFE SCHOOL,499,533,491,11,22,6,2,1,286,247,92.1,2.1,4.1,1.1,0.4,0.2,53.7,46.3,263,4,14,4,1,,228,7,8,2,1,1,1.1,6,,90,16.9,332,62.4
2015,792,Shelby County,Star Academy,8230,Kindergarten-5,SAFE SCHOOL,234,234,,232,1,,1,,122,112,,99.1,0.4,,0.4,,52.1,47.9,,121,,,1,,,111,1,,,,,,,12,5.1,146,62.4
2015,170,Crockett County,All Schools,0,PK-12,SAFE SCHOOL,,2031,1447,279,293,10,2,,1046,985,71.2,13.7,14.4,0.5,0.1,,51.5,48.5,754,136,151,4,1,,693,143,142,6,1,,0.4,8,,236,11.6,1267,62.4
2015,580,Marion County,South Pittsburg High School,55,Grades 7-12,SAFE SCHOOL,342,353,308,44,,1,,,181,172,87.3,12.5,,0.3,,,51.3,48.7,164,17,,,,,144,27,,1,,,,,,41,11.6,220,62.3
2015,320,Hamblen County,Union Heights Elementary,30,Kindergarten-5,SAFE SCHOOL,297,302,254,16,30,,2,,160,142,84.1,5.3,9.9,,0.7,,53,47,136,6,18,,,,118,10,12,,2,,5.6,17,,56,18.5,188,62.3
2015,100,Carter County,Happy Valley High School,40,Grades 9-12,SAFE SCHOOL,550,578,550,11,14,1,1,1,299,279,95.2,1.9,2.4,0.2,0.2,0.2,51.7,48.3,283,6,9,1,,,267,5,5,,1,1,0.2,1,,95,16.4,359,62.2
2015,10,Anderson County,Clinton Middle School,20,Grades 6-8,SAFE SCHOOL,614,633,593,27,8,3,2,,329,303,93.7,4.3,1.3,0.5,0.3,,52,47.9,309,13,3,3,1,,283,14,5,,1,,0.5,3,,110,17.4,393,62.2
2015,430,Humphreys County,Mc Ewen Middle School,13,Grades 6-8,SAFE SCHOOL,212,214,198,8,6,2,,,118,96,92.5,3.7,2.8,0.9,,,55.1,44.9,110,5,2,1,,,88,3,4,1,,,0.5,1,,32,15,133,62.1
2015,450,Jefferson County,All Schools,0,PK-12,SAFE SCHOOL,,7510,6673,238,523,48,25,3,3870,3640,88.9,3.2,7,0.6,0.3,0,51.5,48.5,3432,126,271,28,11,2,3241,112,252,20,14,1,3.8,289,,946,12.6,4664,62.1
2015,920,Weakley County,Dresden Middle School,7,Grades 5-8,SAFE SCHOOL,348,353,331,15,6,,1,,172,181,93.8,4.2,1.7,,0.3,,48.7,51.3,159,8,4,,1,,172,7,2,,,,,,,40,11.3,219,62
