YEAR,DISTRICT,DISTRICT_NAME,SCHOOL_NAME,SCHOOL_ID,GRADES_SERVED,SAFE_SCHOOL,AVERAGE_DAILY_MEMBERSHIP,TOTAL,WHITE,AFRICAN_AMERICAN,HISPANIC,ASIAN,NATIVE_AMERICAN,HAWAIIAN_PACISLD,MALE,FEMALE,WHITE_PCT,AFRICAN_AMERICAN_PCT,HISPANIC_PCT,ASIAN_PCT,NATIVE_AMERICAN_PCT,HAWAIIAN_PACISLD_PCT,MALE_PCT,FEMALE_PCT,WHITE_MALE,AFRICAN_AMERICAN_MALE,HISPANIC_MALE,ASIAN_MALE,NATIVE_AMERICAN_MALE,HAWAIIAN_PACISLD_MALE,WHITE_FEMALE,AFRICAN_AMERICAN_FEMALE,HISPANIC_FEMALE,ASIAN_FEMALE,NATIVE_AMERICAN_FEMALE,HAWAIIAN_PACISLD_FEMALE,LIMITED_ENGLISH_PROFICIENT_PCT,LIMITED_ENGLISH_PROFICIENT,NUMBER_EXEMPT_FROM_READING_ASSESSMENT,STUDENTS_WITH_DISABILITIES,STUDENTS_WITH_DISABILITIES_PCT,ECONOMICALLY_DISADVANTAGED,ECONOMICALLY_DISADVANTAGED_PCT
2015,271,Humboldt,All Schools,0,PK-12,SAFE SCHOOL,,1151,232,867,50,,2,,564,587,20.2,75.3,4.3,,0.2,,49,51,113,423,26,,2,,119,444,24,,,,2.3,26,,188,16.3,1127,97.9
2015,370,Hawkins County,McPheeter's Bend Elementary,60,Pre-Kindergarten-4,SAFE SCHOOL,93,95,94,1,,,,,40,55,98.9,1.1,,,,,42.1,57.9,39,1,,,,,55,,,,,,,,,15,15.8,93,97.9
2015,792,Shelby County,Wooddale High School,2815,Grades 9-12,SAFE SCHOOL,1107,1189,6,1023,142,16,,,604,585,0.5,86,11.9,1.3,,,50.8,49.2,2,513,78,9,,,4,510,64,7,,,5.9,70,,160,13.5,1157,97.8
2015,190,Davidson County,Glenn Elementary,260,Pre-Kindergarten-4,SAFE SCHOOL,167,181,10,166,5,,,,95,86,5.5,91.7,2.8,,,,52.5,47.5,5,87,3,,,,5,79,2,,,,5.5,10,,30,16.6,177,97.8
2015,792,Shelby County,Knight Road Elementary,2385,Pre-Kindergarten-5,SAFE SCHOOL,470,516,6,268,231,4,2,,246,270,1.2,51.9,44.8,0.8,0.4,,47.7,52.3,3,136,103,1,,,3,132,128,3,2,,41.3,213,,58,11.2,504,97.7
2015,792,Shelby County,Goodlett Elementary,2260,Pre-Kindergarten-5,SAFE SCHOOL,461,495,,295,196,3,,,251,244,,59.6,39.6,0.6,,,50.7,49.3,,155,93,2,,,,140,103,1,,,35.4,175,,42,8.5,483,97.6
2015,792,Shelby County,Promise Academy,8225,Kindergarten-5,SAFE SCHOOL,467,483,4,454,21,,1,2,254,229,0.8,94,4.3,,0.2,0.4,52.6,47.4,2,241,8,,,2,2,213,13,,1,,0.8,4,,44,9.1,471,97.5
2015,792,Shelby County,Keystone Elementary,2368,Pre-Kindergarten-5,SAFE SCHOOL,398,462,8,436,14,,,,257,205,1.7,94.4,3,,,,55.6,44.4,5,244,7,,,,3,192,7,,,,,,,96,20.8,450,97.4
2015,792,Shelby County,Hawkins Mill Elementary,2330,Pre-Kindergarten-5,SAFE SCHOOL,314,346,1,342,3,,,,179,167,0.3,98.8,0.9,,,,51.7,48.3,,179,,,,,1,163,3,,,,,,,42,12.1,335,97.4
2015,792,Shelby County,Northaven Elementary School,145,PreK-4-8,SAFE SCHOOL,348,491,26,440,21,,4,,241,250,5.3,89.6,4.3,,0.8,,49.1,50.9,13,219,8,,1,,13,221,13,,3,,1.8,9,,58,11.8,478,97.4
2015,792,Shelby County,Douglass Elementary/Middle,2155,Pre-Kindergarten-8,SAFE SCHOOL,432,486,,475,7,2,,1,247,239,,97.7,1.4,0.4,,0.2,50.8,49.2,,242,3,2,,,,233,4,,,1,8,39,,70,14.4,472,97.3
2015,985,Achievement School District,Klondike Preparatory Academy,8035,Kindergarten-5,SAFE SCHOOL,283,300,1,298,1,,,,162,138,0.3,99.3,0.3,,,,54,46,1,161,,,,,,137,1,,,,0.3,1,,41,13.7,289,97.3
2015,792,Shelby County,City University Boys Preparatory,8236,Grades 6-8,SAFE SCHOOL,71,73,2,70,1,,,,73,,2.7,95.9,1.4,,,,100,,2,70,1,,,,,,,,,,1.4,1,,13,17.8,71,97.3
2015,271,Humboldt,Stigall Primary School,29,PreK-3-1,SAFE SCHOOL,209,324,75,234,15,,,,157,167,23.1,72.2,4.6,,,,48.5,51.5,34,117,6,,,,41,117,9,,,,2.2,7,,48,14.8,315,97.2
2015,710,Putnam County,Jere Whitson Elementary,50,Pre-Kindergarten-4,SAFE SCHOOL,284,322,111,18,186,5,,2,154,168,34.5,5.6,57.8,1.6,,0.6,47.8,52.2,49,9,91,4,,1,62,9,95,1,,1,47.5,153,,49,15.2,313,97.2
2015,985,Achievement School District,Promise Academy - Spring Hill,8060,Pre-Kindergarten-1,SAFE SCHOOL,111,141,3,133,4,1,,,62,79,2.1,94.3,2.8,0.7,,,44,56,3,57,2,,,,,76,2,1,,,1.4,2,,13,9.2,137,97.2
2015,330,Hamilton County,The Howard School,137,Grades 9-12,SAFE SCHOOL,619,656,36,485,134,,1,,355,301,5.5,73.9,20.4,,0.2,,54.1,45.9,22,243,90,,,,14,242,44,,1,,15.9,104,,94,14.3,635,96.9
2015,370,Hawkins County,Joseph Rogers Primary School,78,Pre-Kindergarten-2,SAFE SCHOOL,330,387,349,11,21,3,3,,210,177,90.2,2.8,5.4,0.8,0.8,,54.3,45.7,187,7,11,2,3,,162,4,10,1,,,,,,84,21.7,375,96.9
2015,570,Madison County,Lincoln Magnet School for Mathematics and Science Elementary,56,PreK-3-5,SAFE SCHOOL,362,387,14,369,4,,,,201,186,3.6,95.3,1,,,,51.9,48.1,7,192,2,,,,7,177,2,,,,,,,50,12.9,375,96.9
2015,792,Shelby County,Gardenview Elementary,2230,Pre-Kindergarten-5,SAFE SCHOOL,322,384,1,376,3,,1,,201,183,0.3,97.9,0.8,,0.3,,52.3,47.7,1,197,2,,,,,179,1,,1,,0.5,2,,68,17.7,371,96.9
2015,190,Davidson County,Warner Elementary,675,Pre-Kindergarten-4,SAFE SCHOOL,320,351,18,323,7,2,,1,156,195,5.1,92,2,0.6,,0.3,44.4,55.6,11,143,2,,,,7,180,5,2,,1,5.7,20,,54,15.4,340,96.9
2015,792,Shelby County,A B Hill Elementary,2005,Pre-Kindergarten-5,SAFE SCHOOL,226,285,1,282,1,1,,,158,127,0.4,98.9,0.4,0.4,,,55.4,44.6,1,156,,1,,,,126,1,,,,,,,64,22.5,274,96.8
2015,792,Shelby County,Melrose High School,2493,Grades 9-12,SAFE SCHOOL,693,752,,748,4,,,,396,356,,99.5,0.5,,,,52.7,47.3,,393,3,,,,,355,1,,,,0.4,3,,130,17.3,727,96.8
2015,985,Achievement School District,All Schools,0,PK-12,SAFE SCHOOL,,7138,109,6900,108,12,3,1,3616,3522,1.5,96.7,1.5,0.2,0,0,50.7,49.3,59,3489,59,4,1,1,50,3411,49,8,2,,1.1,78,,923,12.9,5838,96.6
2015,330,Hamilton County,Hillcrest Elementary,133,Pre-Kindergarten-5,SAFE SCHOOL,276,405,67,320,12,4,2,,210,195,16.5,79,3,1,0.5,,51.9,48.1,27,174,7,2,,,40,146,5,2,2,,0.2,1,,52,12.8,391,96.5
2015,792,Shelby County,Kirby Middle School,2378,Grades 6-8,SAFE SCHOOL,569,598,8,529,60,,,,298,300,1.3,88.5,10,,,,49.8,50.2,5,261,32,,,,3,268,28,,,,6.5,39,,121,20.2,577,96.5
2015,792,Shelby County,Westwood High School,2770,Grades 9-12,SAFE SCHOOL,389,425,1,421,1,,1,1,218,207,0.2,99.1,0.2,,0.2,0.2,51.3,48.7,,217,,,,1,1,204,1,,1,,0.2,1,,102,24,409,96.5
2015,792,Shelby County,Westwood Elementary,2765,Pre-Kindergarten-6,SAFE SCHOOL,224,225,3,219,2,,1,,121,104,1.3,97.3,0.9,,0.4,,53.8,46.2,2,119,,,,,1,100,2,,1,,0.4,1,,45,20,217,96.4
2015,190,Davidson County,Inglewood Elementary,360,Pre-Kindergarten-4,SAFE SCHOOL,253,306,31,253,18,4,,,159,147,10.1,82.7,5.9,1.3,,,52,48,16,136,5,2,,,15,117,13,2,,,3.9,12,,40,13.1,295,96.4
2015,190,Davidson County,Robert Churchwell Elementary,618,Pre-Kindergarten-4,SAFE SCHOOL,473,520,19,484,11,3,3,,266,254,3.7,93.1,2.1,0.6,0.6,,51.2,48.8,9,250,5,2,,,10,234,6,1,3,,5.8,30,,61,11.7,499,96.3
2015,792,Shelby County,Scenic Hills Elementary,2633,Pre-Kindergarten-5,SAFE SCHOOL,304,350,6,326,16,,1,,176,174,1.7,93.1,4.6,,0.3,,50.3,49.7,3,164,7,,1,,3,162,9,,,,,,,43,12.3,337,96.3
2015,792,Shelby County,Berclair Elementary,2045,Pre-Kindergarten-5,SAFE SCHOOL,569,616,140,115,333,24,,,337,279,22.7,18.7,54.1,3.9,,,54.7,45.3,75,61,186,13,,,65,54,147,11,,,49.4,304,,59,9.6,593,96.3
2015,822,Kingsport,Palmer Center,37,Pre-Kindergarten-Pre-Kindergarten,SAFE SCHOOL,0,132,104,18,7,,3,,75,57,78.8,13.6,5.3,,2.3,,56.8,43.2,56,11,7,,1,,48,7,,,2,,,,,50,37.9,127,96.2
2015,792,Shelby County,Larose Elementary,2395,Pre-Kindergarten-5,SAFE SCHOOL,388,409,2,406,1,,,,211,198,0.5,99.3,0.2,,,,51.6,48.4,1,210,,,,,1,196,1,,,,,,,30,7.3,393,96.1
2015,190,Davidson County,Moses McKissack Middle,35,Grades 5-8,SAFE SCHOOL,340,345,33,289,23,,,,179,166,9.6,83.8,6.7,,,,51.9,48.1,25,144,10,,,,8,145,13,,,,1.7,6,,76,22,330,95.9
2015,320,Hamblen County,Lincoln Heights Elementary,18,Pre-Kindergarten-5,SAFE SCHOOL,470,489,175,58,243,,6,7,256,233,35.8,11.9,49.7,,1.2,1.4,52.4,47.6,93,33,126,,2,2,82,25,117,,4,5,36,176,,96,19.6,469,95.9
2015,792,Shelby County,Brewster Elementary,2053,Pre-Kindergarten-5,SAFE SCHOOL,419,484,15,371,86,8,,,258,226,3.1,76.7,17.8,1.7,,,53.3,46.7,11,187,52,6,,,4,184,34,2,,,18.4,89,,75,15.5,462,95.9
2015,190,Davidson County,Tusculum Elementary,645,Pre-Kindergarten-4,SAFE SCHOOL,685,722,125,92,379,124,2,,382,340,17.3,12.7,52.5,17.2,0.3,,52.9,47.1,62,45,202,73,,,63,47,177,51,2,,63.7,460,,54,7.5,692,95.8
2015,792,Shelby County,Bethel Grove Elementary,2050,Pre-Kindergarten-5,SAFE SCHOOL,253,308,,299,8,,1,,159,149,,97.1,2.6,,0.3,,51.6,48.4,,153,5,,1,,,146,3,,,,0.3,1,,55,17.9,294,95.8
2015,190,Davidson County,Glengarry Elementary,255,Pre-Kindergarten-4,SAFE SCHOOL,450,472,110,87,267,8,,,229,243,23.3,18.4,56.6,1.7,,,48.5,51.5,50,42,133,4,,,60,45,134,4,,,60.2,284,,35,7.4,452,95.8
2015,190,Davidson County,Glenview Elementary,265,Pre-Kindergarten-4,SAFE SCHOOL,739,798,301,109,378,6,3,1,414,384,37.7,13.7,47.4,0.8,0.4,0.1,51.9,48.1,162,57,189,2,3,1,139,52,189,4,,,63.5,507,,54,6.8,764,95.7
2015,130,Claiborne County,Clairfield Elementary,35,Kindergarten-8,SAFE SCHOOL,91,92,92,,,,,,51,41,100,,,,,,55.4,44.6,51,,,,,,41,,,,,,,,,11,12,88,95.7
2015,271,Humboldt,Humboldt Middle School,15,Grades 6-8,SAFE SCHOOL,227,230,38,183,9,,,,103,127,16.5,79.6,3.9,,,,44.8,55.2,20,78,5,,,,18,105,4,,,,2.6,6,,39,17,220,95.7
2015,985,Achievement School District,Pathways in Education - Whitehaven,50,Grades 7-12,SAFE SCHOOL,87,46,1,44,1,,,,25,21,2.2,95.7,2.2,,,,54.3,45.7,1,23,1,,,,,21,,,,,,,,6,13,44,95.7
2015,792,Shelby County,Lincoln Elementary,2440,Pre-Kindergarten-5,SAFE SCHOOL,253,295,,293,1,,,,137,158,,99.3,0.3,,,,46.4,53.6,,135,1,,,,,158,,,,,,,,37,12.5,280,95.6
2015,190,Davidson County,MNPS Middle School ALC,735,Grades 5-8,SAFE SCHOOL,57,45,1,40,4,,,,31,14,2.2,88.9,8.9,,,,68.9,31.1,1,27,3,,,,,13,1,,,,4.4,2,,14,31.1,43,95.6
2015,240,Fayette County,La Grange Moscow Elementary,46,Pre-Kindergarten-5,SAFE SCHOOL,244,305,85,204,14,1,1,,160,145,27.9,66.9,4.6,0.3,0.3,,52.5,47.5,49,103,7,1,,,36,101,7,,1,,3.3,10,,40,13.1,291,95.4
2015,985,Achievement School District,KIPP Memphis Preparatory Middle,8020,Grades 5-6,SAFE SCHOOL,148,151,,146,5,,,,78,73,,96.7,3.3,,,,51.7,48.3,,75,3,,,,,71,2,,,,3.3,5,,25,16.6,144,95.4
2015,190,Davidson County,Shwab Elementary,610,Pre-Kindergarten-4,SAFE SCHOOL,279,341,44,134,161,2,,,200,141,12.9,39.3,47.2,0.6,,,58.7,41.3,27,81,90,2,,,17,53,71,,,,28.7,98,,60,17.6,325,95.3
2015,792,Shelby County,Egypt Elementary,2183,Pre-Kindergarten-5,SAFE SCHOOL,585,630,11,417,201,1,,,314,316,1.7,66.2,31.9,0.2,,,49.8,50.2,5,224,84,1,,,6,193,117,,,,26.5,167,,43,6.8,600,95.2
2015,190,Davidson County,McMurray Middle,480,Grades 5-8,SAFE SCHOOL,750,740,135,90,370,144,,1,402,338,18.2,12.2,50,19.5,,0.1,54.3,45.7,70,53,194,84,,1,65,37,176,60,,,51.9,384,,90,12.2,704,95.1
2015,792,Shelby County,Memphis Business Academy Elementary School,8207,Kindergarten-3,SAFE SCHOOL,261,265,2,222,40,,,,133,132,0.8,83.8,15.1,,,,50.2,49.8,1,117,15,,,,1,105,25,,,,13.6,36,,8,3,252,95.1
2015,792,Shelby County,Evans Elementary,2185,Pre-Kindergarten-5,SAFE SCHOOL,417,448,10,303,121,10,1,,233,215,2.2,67.6,27,2.2,0.2,,52,48,7,156,64,4,,,3,147,57,6,1,,26.3,118,,56,12.5,426,95.1
2015,190,Davidson County,Gra-Mar Middle,285,Grades 5-8,SAFE SCHOOL,392,406,59,310,33,4,,,218,188,14.5,76.4,8.1,1,,,53.7,46.3,33,163,19,3,,,26,147,14,1,,,5.4,22,,82,20.2,385,95.1
2015,190,Davidson County,Rocketship Nashville Northeast Elementary,8050,Kindergarten-4,SAFE SCHOOL,439,439,33,298,105,1,2,,230,209,7.5,67.9,23.9,0.2,0.5,,52.4,47.6,18,154,57,,1,,15,144,48,1,1,,20.7,91,,50,11.4,417,95
2015,792,Shelby County,Sharpe Elementary,2650,Pre-Kindergarten-5,SAFE SCHOOL,462,514,1,380,129,,2,,266,248,0.2,73.9,25.1,,0.4,,51.8,48.2,1,191,72,,1,,,189,57,,1,,23.2,119,,53,10.3,488,94.9
2015,792,Shelby County,Whitehaven Elementary STEM School,2785,Pre-Kindergarten-5,SAFE SCHOOL,482,535,1,525,7,1,,,273,262,0.2,98.1,1.3,0.2,,,51,49,1,267,3,1,,,,258,4,,,,0.4,2,,45,8.4,506,94.9
2015,570,Madison County,Parkview Learning Center,125,Grades 6-12,SAFE SCHOOL,47,38,10,27,1,,,,24,14,26.3,71.1,2.6,,,,63.2,36.8,5,19,,,,,5,8,1,,,,,,,6,15.8,36,94.7
2015,792,Shelby County,Brownsville Elementary,2057,Kindergarten-5,SAFE SCHOOL,579,588,26,494,58,4,,2,299,289,4.4,84,9.9,0.7,,0.3,50.9,49.1,17,248,28,3,,1,9,246,30,1,,1,8.2,48,,62,10.5,557,94.7
2015,240,Fayette County,Jefferson Elementary,40,Pre-Kindergarten-5,SAFE SCHOOL,111,265,89,162,14,,,,144,121,33.6,61.1,5.3,,,,54.3,45.7,43,94,7,,,,46,68,7,,,,2.3,6,,32,12.1,251,94.7
2015,792,Shelby County,KIPP Memphis Collegiate Middle,8238,Grades 5-8,SAFE SCHOOL,254,265,,262,2,,,,126,139,,98.9,0.8,,,,47.5,52.5,,124,1,,,,,138,1,,,,,,,37,14,251,94.7
2015,792,Shelby County,Bruce Elementary,2060,Pre-Kindergarten-5,SAFE SCHOOL,307,339,5,257,54,20,2,,168,171,1.5,75.8,15.9,5.9,0.6,,49.6,50.4,2,128,26,11,1,,3,129,28,9,1,,20.4,69,,41,12.1,321,94.7
2015,792,Shelby County,Douglass High School,2160,Grades 9-12,SAFE SCHOOL,490,531,7,486,36,2,,,252,279,1.3,91.5,6.8,0.4,,,47.5,52.5,4,235,13,,,,3,251,23,2,,,2.6,14,,95,17.9,502,94.5
2015,190,Davidson County,Tom Joy Elementary,635,Pre-Kindergarten-4,SAFE SCHOOL,392,421,97,230,88,4,1,1,233,188,23,54.6,20.9,1,0.2,0.2,55.3,44.7,55,133,41,3,1,,42,97,47,1,,1,13.5,57,,73,17.3,397,94.5
2015,792,Shelby County,Memphis School of Excellence,8252,Grades 6-12,SAFE SCHOOL,444,452,2,360,81,8,,,204,248,0.4,79.6,17.9,1.8,,,45.1,54.9,2,157,41,3,,,,203,40,5,,,6.6,30,,10,2.2,427,94.5
2015,792,Shelby County,Hickory Ridge Elementary School,2331,Kindergarten-5,SAFE SCHOOL,851,865,16,587,258,,,,444,421,1.8,67.9,29.8,,,,51.3,48.7,8,296,137,,,,8,291,121,,,,27.9,241,,90,10.4,817,94.5
2015,792,Shelby County,Raleigh Egypt High School,2598,Grades 9-12,SAFE SCHOOL,679,720,8,649,62,1,,,348,372,1.1,90.1,8.6,0.1,,,48.3,51.7,5,304,39,,,,3,345,23,1,,,3.5,25,,95,13.2,678,94.4
2015,985,Achievement School District,Humes Preparatory Academy - Upper School,8015,Grades 6-8,SAFE SCHOOL,382,408,1,401,5,,,,191,217,0.2,98.3,1.2,,,,46.8,53.2,,187,3,,,,1,214,2,,,,0.7,3,,81,19.9,385,94.4
2015,792,Shelby County,Raleigh Egypt Middle School,2596,Grades 6-8,SAFE SCHOOL,523,600,10,542,48,,,,308,292,1.7,90.3,8,,,,51.3,48.7,7,278,23,,,,3,264,25,,,,5.2,31,,95,15.8,566,94.3
2015,190,Davidson County,Caldwell Elementary,80,Pre-Kindergarten-4,SAFE SCHOOL,248,279,10,261,7,,1,,132,147,3.6,93.5,2.5,,0.4,,47.3,52.7,5,124,3,,,,5,137,4,,1,,5,14,,27,9.7,263,94.3
2015,792,Shelby County,Sherwood Elementary,2665,Pre-Kindergarten-5,SAFE SCHOOL,667,713,15,579,116,2,1,,348,365,2.1,81.2,16.3,0.3,0.1,,48.8,51.2,9,287,51,1,,,6,292,65,1,1,,14,100,,84,11.8,672,94.2
2015,190,Davidson County,J. E. Moss Elementary,370,PreK-3-4,SAFE SCHOOL,804,880,123,173,551,30,1,2,460,420,14,19.7,62.6,3.4,0.1,0.2,52.3,47.7,68,96,276,17,1,2,55,77,275,13,,,53.5,471,,82,9.3,829,94.2
2015,670,Overton County,A H Roberts Elementary,65,Pre-Kindergarten-4,SAFE SCHOOL,390,431,415,3,7,5,1,,239,192,96.3,0.7,1.6,1.2,0.2,,55.5,44.5,230,,6,2,1,,185,3,1,3,,,,,,85,19.7,406,94.2
2015,792,Shelby County,Kingsbury Middle School,2373,Grades 7-8,SAFE SCHOOL,632,649,83,152,397,11,2,1,346,303,12.8,23.4,61.2,1.7,0.3,0.2,53.3,46.7,43,93,201,6,,1,40,59,196,5,2,,43.5,282,,109,16.8,611,94.1
2015,20,Bedford County,Learning Way Elementary,39,Kindergarten-5,SAFE SCHOOL,582,575,225,113,228,9,,,288,287,39.1,19.7,39.7,1.6,,,50.1,49.9,102,61,122,3,,,123,52,106,6,,,25.2,145,,54,9.4,538,94.1
2015,792,Shelby County,Riverview School,2625,Kindergarten-8,SAFE SCHOOL,331,350,,349,1,,,,181,169,,99.7,0.3,,,,51.7,48.3,,180,1,,,,,169,,,,,,,,53,15.1,329,94
2015,792,Shelby County,Kirby High School,2379,Grades 9-12,SAFE SCHOOL,1083,1135,10,986,132,3,2,,559,576,0.9,86.9,11.6,0.3,0.2,,49.3,50.7,8,481,65,2,2,,2,505,67,1,,,4.6,52,,173,15.2,1065,94
2015,792,Shelby County,Florida-Kansas Elementary,2208,Pre-Kindergarten-5,SAFE SCHOOL,231,266,,266,,,,,134,132,,100,,,,,50.4,49.6,,134,,,,,,132,,,,,,,,31,11.7,250,94
2015,500,Lawrence County,Ingram Sowell Elementary,30,Pre-Kindergarten-6,SAFE SCHOOL,452,523,378,72,63,9,1,,302,221,72.3,13.8,12,1.7,0.2,,57.7,42.3,211,53,31,6,1,,167,19,32,3,,,5.9,31,,106,20.3,491,93.9
2015,792,Shelby County,Colonial Middle School,2115,Grades 6-8,SAFE SCHOOL,1050,1092,81,809,182,12,1,1,514,578,7.4,74.1,16.7,1.1,0.1,0.1,47.1,52.9,44,364,94,8,1,1,37,445,88,4,,,9.6,105,,131,12,1024,93.8
2015,792,Shelby County,Aurora Collegiate Academy,8256,Kindergarten-Kindergarten,SAFE SCHOOL,168,175,5,106,62,1,1,,88,87,2.9,60.6,35.4,0.6,0.6,,50.3,49.7,3,53,31,,1,,2,53,31,1,,,30.3,53,,16,9.1,164,93.7
2015,792,Shelby County,South Side Middle,2696,Grades 6-8,SAFE SCHOOL,236,300,1,296,2,1,,,162,138,0.3,98.7,0.7,0.3,,,54,46,1,160,,1,,,,136,2,,,,0.3,1,,89,29.7,279,93.6
2015,792,Shelby County,Southern Avenue Charter School Of Academic Excellence  Creative Arts,8228,Kindergarten-5,SAFE SCHOOL,370,372,2,362,7,,1,,205,167,0.5,97.3,1.9,,0.3,,55.1,44.9,,200,5,,,,2,162,2,,1,,1.1,4,,26,7,348,93.5
2015,570,Madison County,Arlington Elementary School,14,PreK-3-5,SAFE SCHOOL,584,622,53,516,48,5,,,305,317,8.5,83,7.7,0.8,,,49,51,28,249,26,2,,,25,267,22,3,,,4.8,30,,88,14.1,579,93.5
2015,760,Scott County,Burchfield Elementary,5,Pre-Kindergarten-8,SAFE SCHOOL,538,602,585,3,12,1,1,,306,296,97.2,0.5,2,0.2,0.2,,50.8,49.2,299,,6,1,,,286,3,6,,1,,,,,91,15.1,561,93.5
2015,792,Shelby County,Memphis Health Careers Academy,2699,Grades 9-12,SAFE SCHOOL,86,92,,92,,,,,30,62,,100,,,,,32.6,67.4,,30,,,,,,62,,,,,,,,10,10.9,86,93.5
2015,985,Achievement School District,KIPP Memphis Academy Elementary,8040,Kindergarten-1,SAFE SCHOOL,189,229,1,228,,,,,121,108,0.4,99.6,,,,,52.8,47.2,,121,,,,,1,107,,,,,,,,15,6.6,214,93.4
2015,330,Hamilton County,Tyner Middle Academy,239,Grades 6-8,SAFE SCHOOL,470,468,19,393,53,3,,,253,215,4.1,84,11.3,0.6,,,54.1,45.9,8,217,25,3,,,11,176,28,,,,4.3,20,,54,11.5,437,93.4
2015,570,Madison County,Alexander MicroSociety Magnet Elementary School,6,PreK-3-5,SAFE SCHOOL,308,345,47,292,5,1,,,167,178,13.6,84.6,1.4,0.3,,,48.4,51.6,21,144,2,,,,26,148,3,1,,,,,,75,21.7,322,93.3
2015,570,Madison County,Jackson Career Technology Magnet Elementary,144,Kindergarten-5,SAFE SCHOOL,384,414,6,405,3,,,,217,197,1.4,97.8,0.7,,,,52.4,47.6,3,211,3,,,,3,194,,,,,0.2,1,,76,18.4,386,93.2
2015,190,Davidson County,Cole Elementary,130,PreK-3-4,SAFE SCHOOL,777,820,196,114,474,35,,1,415,405,23.9,13.9,57.8,4.3,,0.1,50.6,49.4,103,55,236,20,,1,93,59,238,15,,,51,418,,92,11.2,764,93.2
2015,350,Hardeman County,Bolivar Elementary,5,Pre-Kindergarten-5,SAFE SCHOOL,727,821,208,595,9,7,1,1,426,395,25.3,72.5,1.1,0.9,0.1,0.1,51.9,48.1,101,315,5,4,,1,107,280,4,3,1,,,,,129,15.7,764,93.2
2015,190,Davidson County,Chadwell Elementary,105,PreK-3-4,SAFE SCHOOL,350,365,65,216,77,5,2,,195,170,17.8,59.2,21.1,1.4,0.5,,53.4,46.6,38,116,38,2,1,,27,100,39,3,1,,12.3,45,,43,11.8,340,93.2
2015,460,Johnson County,Laurel Elementary,20,Kindergarten-6,SAFE SCHOOL,71,72,71,,1,,,,41,31,98.6,,1.4,,,,56.9,43.1,41,,,,,,30,,1,,,,,,,20,27.8,67,93.1
2015,20,Bedford County,East Side Elementary,40,Pre-Kindergarten-5,SAFE SCHOOL,410,417,160,92,162,,3,,217,200,38.4,22.1,38.8,,0.7,,52,48,91,46,79,,1,,69,46,83,,2,,25.4,106,,59,14.1,387,93
2015,330,Hamilton County,Lakeside Academy,159,Kindergarten-5,SAFE SCHOOL,432,472,33,421,13,2,2,1,234,238,7,89.2,2.8,0.4,0.4,0.2,49.6,50.4,15,209,7,1,1,1,18,212,6,1,1,,0.6,3,,45,9.5,439,93
2015,792,Shelby County,American Way Middle,2023,Grades 6-8,SAFE SCHOOL,679,705,2,572,127,1,,,361,344,0.3,81.1,18,0.1,,,51.2,48.8,,296,63,,,,2,276,64,1,,,14.6,103,,137,19.4,654,92.9
2015,792,Shelby County,Springdale Elementary,2705,Pre-Kindergarten-5,SAFE SCHOOL,276,295,,289,2,,4,,143,152,,98,0.7,,1.4,,48.5,51.5,,140,2,,1,,,149,,,3,,,,,36,12.2,274,92.9
2015,740,Robertson County,Bransford Elementary,10,Pre-Kindergarten-Kindergarten,SAFE SCHOOL,198,339,86,93,157,2,1,,180,159,25.4,27.4,46.3,0.6,0.3,,53.1,46.9,42,48,89,1,,,44,45,68,1,1,,23.6,80,,20,5.9,313,92.9
2015,190,Davidson County,John B. Whitsitt Elementary,390,Pre-Kindergarten-4,SAFE SCHOOL,496,517,77,86,335,16,3,,269,248,14.9,16.6,64.8,3.1,0.6,,52,48,40,42,178,7,2,,37,44,157,9,1,,55.5,287,,42,8.1,480,92.8
2015,570,Madison County,Isaac Lane Technology Magnet Elementary,38,PreK-3-5,SAFE SCHOOL,406,476,26,436,12,2,,,260,216,5.5,91.6,2.5,0.4,,,54.6,45.4,16,238,5,1,,,10,198,7,1,,,1.7,8,,91,19.1,440,92.8
2015,760,Scott County,Winfield Elementary,55,Pre-Kindergarten-8,SAFE SCHOOL,201,237,229,,5,1,2,,123,114,96.6,,2.1,0.4,0.8,,51.9,48.1,120,,2,1,,,109,,3,,2,,,,,45,19,220,92.8
2015,190,Davidson County,Bellshire Elementary,45,Pre-Kindergarten-4,SAFE SCHOOL,444,539,47,458,29,3,1,1,259,280,8.7,85,5.4,0.6,0.2,0.2,48.1,51.9,27,219,12,1,,,20,239,17,2,1,1,4.3,23,,65,12.1,500,92.8
2015,190,Davidson County,Cameron College Preparatory,8010,Grades 5-8,SAFE SCHOOL,582,587,148,136,291,11,1,,310,277,25.2,23.2,49.6,1.9,0.2,,52.8,47.2,75,74,155,5,1,,73,62,136,6,,,40.5,238,,62,10.6,542,92.6
2015,190,Davidson County,Amqui Elementary,10,Pre-Kindergarten-4,SAFE SCHOOL,567,607,98,274,231,3,1,,328,279,16.1,45.1,38.1,0.5,0.2,,54,46,52,143,130,3,,,46,131,101,,1,,28.2,171,,76,12.5,562,92.6
2015,330,Hamilton County,Brainerd High School,21,Grades 9-12,SAFE SCHOOL,554,588,25,554,8,,1,,310,278,4.3,94.2,1.4,,0.2,,52.7,47.3,18,284,7,,1,,7,270,1,,,,0.3,2,,99,16.8,543,92.5
